version,company_name,industry,market_cap,goal,impact
Previous,Pharmedic Pharmaceutical Medicinal JSC,Pharmaceuticals,23.15775092,03 - Health,-324.3203163
Previous,Pharmedic Pharmaceutical Medicinal JSC,Pharmaceuticals,23.15775092,13 - Climate change,-2443.556253
Previous,Moberg Pharma AB,Pharmaceuticals,15.28957808,03 - Health,-148.8801768
Previous,Moberg Pharma AB,Pharmaceuticals,15.28957808,13 - Climate change,-2751.336939
Previous,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",Pharmaceuticals,1975.24204,03 - Health,3989444.866
Previous,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",Pharmaceuticals,1975.24204,13 - Climate change,-2182.811751
Previous,PARETO BANK ASA,Banks,312.4030912,03 - Health,-191.5193481
Previous,PARETO BANK ASA,Banks,312.4030912,13 - Climate change,-71.8699394
Previous,Jubilant FoodWorks Ltd.,Restaurants,2718.298867,03 - Health,-70.69133014
Previous,Jubilant FoodWorks Ltd.,Restaurants,2718.298867,13 - Climate change,-3198.328468
Previous,Q&M Dental Group (Singapore) Ltd.,Health Care Services,275.1965205,03 - Health,78787588.59
Previous,Q&M Dental Group (Singapore) Ltd.,Health Care Services,275.1965205,13 - Climate change,-1639.916908
Previous,PT Bank Mestika Dharma Tbk,Banks,435.1108982,03 - Health,-191.5193481
Previous,PT Bank Mestika Dharma Tbk,Banks,435.1108982,13 - Climate change,-996.563764
Previous,MA KUANG HEALTHCARE HOLDING LIMITED,Health Care Services,83.88762583,03 - Health,75295049.51
Previous,MA KUANG HEALTHCARE HOLDING LIMITED,Health Care Services,83.88762583,13 - Climate change,-749.6670007
Previous,"Pernix Therapeutics Holdings, Inc.",Pharmaceuticals,28.4188,03 - Health,-324.3203163
Previous,"Pernix Therapeutics Holdings, Inc.",Pharmaceuticals,28.4188,13 - Climate change,-1298.330355
Previous,"Cloud Live Technology Group Co.,Ltd.",Restaurants,304.3472,03 - Health,-365.5681145
Previous,"Cloud Live Technology Group Co.,Ltd.",Restaurants,304.3472,13 - Climate change,-1801.284675
Previous,Polmed SA,Health Care Services,19.39525113,03 - Health,83039000.9
Previous,Polmed SA,Health Care Services,19.39525113,13 - Climate change,-406.1582601
Previous,"Chimney Co., Ltd.",Restaurants,288.8383316,03 - Health,-82.48233761
Previous,"Chimney Co., Ltd.",Restaurants,288.8383316,13 - Climate change,-1348.181329
Previous,"Nok Airlines Public Co., Ltd.",Airlines,140.6828795,03 - Health,-5835.456654
Previous,"Nok Airlines Public Co., Ltd.",Airlines,140.6828795,13 - Climate change,-45082.42421
Previous,Phoenix New Media Ltd.,Technology,64.9247,03 - Health,-21.03889394
Previous,Phoenix New Media Ltd.,Technology,64.9247,13 - Climate change,-483.5487069
Previous,"EVENTBRITE, INC.",Technology,1677.05,03 - Health,-13.19511334
Previous,"EVENTBRITE, INC.",Technology,1677.05,13 - Climate change,-464.1070382
Previous,HARVEST ONE CANNABIS INC.,Pharmaceuticals,15.75686973,03 - Health,-324.3203163
Previous,HARVEST ONE CANNABIS INC.,Pharmaceuticals,15.75686973,13 - Climate change,-5949.399136
Previous,"Formosa Laboratories, Inc.",Pharmaceuticals,169.6400142,03 - Health,71238914.38
Previous,"Formosa Laboratories, Inc.",Pharmaceuticals,169.6400142,13 - Climate change,-3527.411876
Previous,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Pharmaceuticals,1270.93668,03 - Health,27388483.55
Previous,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Pharmaceuticals,1270.93668,13 - Climate change,-1701.563755
Previous,CORMEDIX INC.,Pharmaceuticals,249.337,03 - Health,-324.3203163
Previous,CORMEDIX INC.,Pharmaceuticals,249.337,13 - Climate change,-10621.14143
Previous,Velesto Energy Bhd.,Oil & Gas Drilling,281.1822042,03 - Health,-950.4693375
Previous,Velesto Energy Bhd.,Oil & Gas Drilling,281.1822042,13 - Climate change,-11363.33073
Previous,myTaste AB (publ),Technology,30.84280272,03 - Health,-13.19511334
Previous,myTaste AB (publ),Technology,30.84280272,13 - Climate change,-2165.953468
Previous,MOBIVITY HOLDINGS CORP.,Technology,102.51,03 - Health,-13.19511334
Previous,MOBIVITY HOLDINGS CORP.,Technology,102.51,13 - Climate change,-374.5562273
Previous,"Shanghai Kaibao Pharmaceutical Co., Ltd.",Pharmaceuticals,731.2975112,03 - Health,6921286.181
Previous,"Shanghai Kaibao Pharmaceutical Co., Ltd.",Pharmaceuticals,731.2975112,13 - Climate change,-1318.139012
Previous,"Zhejiang Xianju Pharmaceutical Co., Ltd.",Pharmaceuticals,1897.260248,03 - Health,49468278.22
Previous,"Zhejiang Xianju Pharmaceutical Co., Ltd.",Pharmaceuticals,1897.260248,13 - Climate change,-2032.663232
Previous,"Inner Mongolia Furui Medical Science Co., Ltd.",Pharmaceuticals,300.2830164,03 - Health,-324.3203163
Previous,"Inner Mongolia Furui Medical Science Co., Ltd.",Pharmaceuticals,300.2830164,13 - Climate change,-1412.461972
Previous,"Johnson Chemical Pharmaceutical Works Co., Ltd.",Pharmaceuticals,37.25221722,03 - Health,26606301.14
Previous,"Johnson Chemical Pharmaceutical Works Co., Ltd.",Pharmaceuticals,37.25221722,13 - Climate change,-2411.382118
Previous,IGAMBIT INC.,Technology,6.86731,03 - Health,-13.19511334
Previous,IGAMBIT INC.,Technology,6.86731,13 - Climate change,-374.5562273
Previous,"Nantong Jinghua Pharmaceutical Co., Ltd.",Pharmaceuticals,572.7311844,03 - Health,50081325.48
Previous,"Nantong Jinghua Pharmaceutical Co., Ltd.",Pharmaceuticals,572.7311844,13 - Climate change,-1951.529234
Previous,PT Bank Ina Perdana Tbk,Banks,281.0385803,03 - Health,-191.5193481
Previous,PT Bank Ina Perdana Tbk,Banks,281.0385803,13 - Climate change,-835.4660582
Previous,"KALA PHARMACEUTICALS, INC.",Pharmaceuticals,399.446,03 - Health,-324.3203163
Previous,"KALA PHARMACEUTICALS, INC.",Pharmaceuticals,399.446,13 - Climate change,-4013.439816
Previous,Canopy Growth Corporation,Pharmaceuticals,5524.108283,03 - Health,-327.6216795
Previous,Canopy Growth Corporation,Pharmaceuticals,5524.108283,13 - Climate change,-1517.495321
Previous,Awilco Drilling Plc,Oil & Gas Drilling,29.09402226,03 - Health,-950.4693375
Previous,Awilco Drilling Plc,Oil & Gas Drilling,29.09402226,13 - Climate change,-2919.653435
Previous,Financiera QAPAQ S.A.,Banks,,03 - Health,-191.5193481
Previous,Financiera QAPAQ S.A.,Banks,,13 - Climate change,-177.1036765
Previous,HomeTown Bankshares Corporation,Banks,68.4574,03 - Health,-191.5193481
Previous,HomeTown Bankshares Corporation,Banks,68.4574,13 - Climate change,-177.1036765
Previous,CONCORDIA INTERN,Pharmaceuticals,,03 - Health,-324.3203163
Previous,CONCORDIA INTERN,Pharmaceuticals,,13 - Climate change,-1298.330355
Previous,"Qianjiang Yongan Pharmaceutical Co., Ltd.",Pharmaceuticals,396.2787172,03 - Health,-324.3203163
Previous,"Qianjiang Yongan Pharmaceutical Co., Ltd.",Pharmaceuticals,396.2787172,13 - Climate change,-2141.018647
Previous,FirstCaribbean International Bank Ltd.,Banks,1640.301795,03 - Health,-191.5193481
Previous,FirstCaribbean International Bank Ltd.,Banks,1640.301795,13 - Climate change,-177.1036765
Previous,"METRO PHOENIX BANK, INC.",Banks,39.9967,03 - Health,-191.5193481
Previous,"METRO PHOENIX BANK, INC.",Banks,39.9967,13 - Climate change,-177.1036765
Previous,"REPUBLICBANKAZ, NATIONAL ASSOCIATION",Banks,12.92,03 - Health,-191.5193481
Previous,"REPUBLICBANKAZ, NATIONAL ASSOCIATION",Banks,12.92,13 - Climate change,-177.1036765
Previous,REVERE BANK,Banks,470.842,03 - Health,-191.5193481
Previous,REVERE BANK,Banks,470.842,13 - Climate change,-177.1036765
Previous,OAK VIEW NATIONAL BANK,Banks,21.2893,03 - Health,-191.5193481
Previous,OAK VIEW NATIONAL BANK,Banks,21.2893,13 - Climate change,-177.1036765
Previous,VIRGINIA PARTNERS BANK,Banks,49.1039,03 - Health,-191.5193481
Previous,VIRGINIA PARTNERS BANK,Banks,49.1039,13 - Climate change,-177.1036765
Previous,LHV Group AS,Banks,630.8023306,03 - Health,-191.5193481
Previous,LHV Group AS,Banks,630.8023306,13 - Climate change,-254.0382986
Previous,ABN AMRO Bank N.V.,Banks,17114.533,03 - Health,-307.6140401
Previous,ABN AMRO Bank N.V.,Banks,17114.533,13 - Climate change,-73.8992664
Previous,HARRISON VICKERS AND WATERMAN INC.,Restaurants,0.278456,03 - Health,-365.5681145
Previous,HARRISON VICKERS AND WATERMAN INC.,Restaurants,0.278456,13 - Climate change,-1801.284675
Previous,"Daito Pharmaceutical Co., Ltd.",Pharmaceuticals,528.2963921,03 - Health,77169277.67
Previous,"Daito Pharmaceutical Co., Ltd.",Pharmaceuticals,528.2963921,13 - Climate change,-1392.833263
Previous,"Zhejiang Yatai Pharmaceutical Co., Ltd.",Pharmaceuticals,288.8556404,03 - Health,50419062.19
Previous,"Zhejiang Yatai Pharmaceutical Co., Ltd.",Pharmaceuticals,288.8556404,13 - Climate change,-2262.819889
Previous,Trulieve Cannabis Corp.,Pharmaceuticals,3706.899517,03 - Health,-324.3203163
Previous,Trulieve Cannabis Corp.,Pharmaceuticals,3706.899517,13 - Climate change,-4149.721766
Previous,Nutritional High International Inc.,Pharmaceuticals,6.2587,03 - Health,364348327.1
Previous,Nutritional High International Inc.,Pharmaceuticals,6.2587,13 - Climate change,-2421.793002
Previous,GROUPE ATHENA INC,Health Care Services,2.6326,03 - Health,-38.51262251
Previous,GROUPE ATHENA INC,Health Care Services,2.6326,13 - Climate change,-406.1582601
Previous,Banco Inter S.A.,Banks,6221.785097,03 - Health,-67.74246017
Previous,Banco Inter S.A.,Banks,6221.785097,13 - Climate change,-19.75826584
Previous,PERMANENT TSB GROUP HOLDINGS PUBLIC LIMITED COMPANY,Banks,439.9493011,03 - Health,-196.5681394
Previous,PERMANENT TSB GROUP HOLDINGS PUBLIC LIMITED COMPANY,Banks,439.9493011,13 - Climate change,-291.309085
Previous,"BOSTON THERAPEUTICS, INC.",Pharmaceuticals,1.11131,03 - Health,-324.3203163
Previous,"BOSTON THERAPEUTICS, INC.",Pharmaceuticals,1.11131,13 - Climate change,-12704.25018
Previous,OVERSEA ENTERPRISE BERHAD,Restaurants,7.114458842,03 - Health,-365.5681145
Previous,OVERSEA ENTERPRISE BERHAD,Restaurants,7.114458842,13 - Climate change,-1801.284675
Previous,AB SCIENCE SA,Pharmaceuticals,1012.686864,03 - Health,-20.26855999
Previous,AB SCIENCE SA,Pharmaceuticals,1012.686864,13 - Climate change,-4043.070475
Previous,"MONETA Money Bank, a.s.",Banks,1534.770513,03 - Health,-472.6433867
Previous,"MONETA Money Bank, a.s.",Banks,1534.770513,13 - Climate change,-416.4201566
Previous,"Guizhou Xinbang Pharmaceutical Co., Ltd.",Pharmaceuticals,1928.168716,03 - Health,24144167.98
Previous,"Guizhou Xinbang Pharmaceutical Co., Ltd.",Pharmaceuticals,1928.168716,13 - Climate change,-1895.566981
Previous,"Tianjin Lisheng Pharmaceutical Co., Ltd.",Pharmaceuticals,534.0805256,03 - Health,77601860.25
Previous,"Tianjin Lisheng Pharmaceutical Co., Ltd.",Pharmaceuticals,534.0805256,13 - Climate change,-1725.905742
Previous,Sohu.com Ltd.,Technology,439.027,03 - Health,-6.166444778
Previous,Sohu.com Ltd.,Technology,439.027,13 - Climate change,-604.1471867
Previous,SymBio Pharmaceuticals Limited,Pharmaceuticals,133.1263181,03 - Health,156680449.8
Previous,SymBio Pharmaceuticals Limited,Pharmaceuticals,133.1263181,13 - Climate change,-1587.74386
Previous,GRUPO SUPERVIELLE SOCIEDAD ANONIMA,Banks,476.7602602,03 - Health,-191.5193481
Previous,GRUPO SUPERVIELLE SOCIEDAD ANONIMA,Banks,476.7602602,13 - Climate change,-75.90837988
Previous,ABN AMRO Group NV,Banks,21385,03 - Health,-191.5193481
Previous,ABN AMRO Group NV,Banks,21385,13 - Climate change,-177.1036765
Previous,"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.",Pharmaceuticals,3627.301808,03 - Health,78091819.32
Previous,"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.",Pharmaceuticals,3627.301808,13 - Climate change,-1282.087958
Previous,Lansen Pharmaceutical Holdings Ltd.,Pharmaceuticals,103.4752801,03 - Health,6276235.521
Previous,Lansen Pharmaceutical Holdings Ltd.,Pharmaceuticals,103.4752801,13 - Climate change,-2652.388851
Previous,Centric Financial Corporation,Banks,72.4916,03 - Health,-191.5193481
Previous,Centric Financial Corporation,Banks,72.4916,13 - Climate change,-177.1036765
Previous,Oldenburgische Landesbank AG,Banks,675.2941427,03 - Health,-191.5193481
Previous,Oldenburgische Landesbank AG,Banks,675.2941427,13 - Climate change,-177.1036765
Previous,Hunan Hansen Pharmaceutical Co. Ltd.,Pharmaceuticals,481.1140636,03 - Health,3157320.568
Previous,Hunan Hansen Pharmaceutical Co. Ltd.,Pharmaceuticals,481.1140636,13 - Climate change,-1895.911627
Previous,"HONZ PHARMACEUTICAL CO., LTD.",Pharmaceuticals,363.06324,03 - Health,64654863.83
Previous,"HONZ PHARMACEUTICAL CO., LTD.",Pharmaceuticals,363.06324,13 - Climate change,-2243.210286
Previous,"VIRTUAL MEDICAL INTERNATIONAL, INC.",Technology,658.914,03 - Health,-13.19511334
Previous,"VIRTUAL MEDICAL INTERNATIONAL, INC.",Technology,658.914,13 - Climate change,-374.5562273
Previous,S.P.M CORPORATION,Pharmaceuticals,7.962800483,03 - Health,27314444.35
Previous,S.P.M CORPORATION,Pharmaceuticals,7.962800483,13 - Climate change,-3628.261257
Previous,"Guizhou Bailing Group Pharmaceutical Co., Ltd.",Pharmaceuticals,1586.294932,03 - Health,1731705.596
Previous,"Guizhou Bailing Group Pharmaceutical Co., Ltd.",Pharmaceuticals,1586.294932,13 - Climate change,-2235.853164
Previous,Philadelphia Pharmaceuticals Industry Company PSC,Pharmaceuticals,15.12686175,03 - Health,78154152.37
Previous,Philadelphia Pharmaceuticals Industry Company PSC,Pharmaceuticals,15.12686175,13 - Climate change,-1346.776774
Previous,"Caregen Co., Ltd.",Pharmaceuticals,607.9681458,03 - Health,-342.1548566
Previous,"Caregen Co., Ltd.",Pharmaceuticals,607.9681458,13 - Climate change,-1064.654339
Previous,"Guangdong Taiantang Pharmaceutical Co., Ltd.",Pharmaceuticals,456.8237116,03 - Health,-529.2757473
Previous,"Guangdong Taiantang Pharmaceutical Co., Ltd.",Pharmaceuticals,456.8237116,13 - Climate change,-1602.701029
Previous,"Changjiang Runfa Medicine Co., Ltd.",Pharmaceuticals,752.3362292,03 - Health,11721225.98
Previous,"Changjiang Runfa Medicine Co., Ltd.",Pharmaceuticals,752.3362292,13 - Climate change,-1298.138843
Previous,Telemedycyna Polska SA,Health Care Services,2.59029124,03 - Health,82461662.38
Previous,Telemedycyna Polska SA,Health Care Services,2.59029124,13 - Climate change,-406.1582601
Previous,"HARBIN GLORIA PHARMACEUTICALS Co., LTD",Pharmaceuticals,1009.799604,03 - Health,31075909.11
Previous,"HARBIN GLORIA PHARMACEUTICALS Co., LTD",Pharmaceuticals,1009.799604,13 - Climate change,-1498.210438
Previous,"High Tech Pharm Co., Ltd.",Pharmaceuticals,113.0943454,03 - Health,77600781.99
Previous,"High Tech Pharm Co., Ltd.",Pharmaceuticals,113.0943454,13 - Climate change,-2404.675994
Previous,COVISINT CORPORATION,Technology,83.7751,03 - Health,-13.19511334
Previous,COVISINT CORPORATION,Technology,83.7751,13 - Climate change,-374.5562273
Previous,DIOD Maker of Eco-Friendly Equipment and Nutrition Public Joint Stock Company,Pharmaceuticals,10.28265087,03 - Health,1807616.166
Previous,DIOD Maker of Eco-Friendly Equipment and Nutrition Public Joint Stock Company,Pharmaceuticals,10.28265087,13 - Climate change,-2554.470437
Previous,"OTONOMY, INC.",Pharmaceuticals,312.624,03 - Health,6841001.145
Previous,"OTONOMY, INC.",Pharmaceuticals,312.624,13 - Climate change,-12704.25018
Previous,Capital Limited,Oil & Gas Drilling,167.5583543,03 - Health,-950.4693375
Previous,Capital Limited,Oil & Gas Drilling,167.5583543,13 - Climate change,-901.582803
Previous,"Dalian Morningstar Network Technology Co., Ltd.",Technology,415.922032,03 - Health,-13.19511334
Previous,"Dalian Morningstar Network Technology Co., Ltd.",Technology,415.922032,13 - Climate change,-2165.953468
Previous,"Betta Pharmaceuticals Co., Ltd",Pharmaceuticals,6368.508228,03 - Health,156679892.8
Previous,"Betta Pharmaceuticals Co., Ltd",Pharmaceuticals,6368.508228,13 - Climate change,-1257.042575
Previous,THE BARKBY GROUP PLC,Restaurants,37.62210515,03 - Health,-365.5681145
Previous,THE BARKBY GROUP PLC,Restaurants,37.62210515,13 - Climate change,-1801.284675
Previous,Gourmet Master Co. Ltd.,Restaurants,846.648882,03 - Health,-347.5812627
Previous,Gourmet Master Co. Ltd.,Restaurants,846.648882,13 - Climate change,-3769.573403
Previous,Getin Noble Bank S.A,Banks,62.33142269,03 - Health,-580.9907928
Previous,Getin Noble Bank S.A,Banks,62.33142269,13 - Climate change,-998.3203295
Previous,Lamdong Pharmaceutical JSC,Pharmaceuticals,6.578400915,03 - Health,-324.3203163
Previous,Lamdong Pharmaceutical JSC,Pharmaceuticals,6.578400915,13 - Climate change,-3798.074032
Previous,DP POLAND PLC,Restaurants,30.83395368,03 - Health,-365.5681145
Previous,DP POLAND PLC,Restaurants,30.83395368,13 - Climate change,-1801.284675
Previous,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD",Pharmaceuticals,3663.134384,03 - Health,-628.9063005
Previous,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD",Pharmaceuticals,3663.134384,13 - Climate change,-1366.028857
Previous,MATOMY MEDIA GROUP LTD,Technology,16.99137598,03 - Health,-13.19511334
Previous,MATOMY MEDIA GROUP LTD,Technology,16.99137598,13 - Climate change,-249.6608383
Previous,"Hanmi Pharm. Co., Ltd.",Pharmaceuticals,3727.795012,03 - Health,77666238.14
Previous,"Hanmi Pharm. Co., Ltd.",Pharmaceuticals,3727.795012,13 - Climate change,-3958.053868
Previous,"Huaren Pharmaceutical Co., Ltd.",Pharmaceuticals,802.7688572,03 - Health,21228227.34
Previous,"Huaren Pharmaceutical Co., Ltd.",Pharmaceuticals,802.7688572,13 - Climate change,-1567.109667
Previous,"Ji Yao Holding Group Co., Ltd.",Pharmaceuticals,365.7147932,03 - Health,-324.3203163
Previous,"Ji Yao Holding Group Co., Ltd.",Pharmaceuticals,365.7147932,13 - Climate change,-2007.331054
Previous,JUFEEL INTERNATIONAL GROUP,Pharmaceuticals,3854.13,03 - Health,-324.3203163
Previous,JUFEEL INTERNATIONAL GROUP,Pharmaceuticals,3854.13,13 - Climate change,-1298.330355
Previous,Yandex N.V.,Technology,24646,03 - Health,-6.166444778
Previous,Yandex N.V.,Technology,24646,13 - Climate change,-778.8400014
Previous,DAQING DAIRY HOLDINGS LIMITED,Restaurants,8.17987824,03 - Health,-365.5681145
Previous,DAQING DAIRY HOLDINGS LIMITED,Restaurants,8.17987824,13 - Climate change,-1801.284675
Previous,"JUNEYAO AIRLINES Co., Ltd.",Airlines,3200.512284,03 - Health,-7221.64603
Previous,"JUNEYAO AIRLINES Co., Ltd.",Airlines,3200.512284,13 - Climate change,-99271.46444
Previous,"SHANGHAI HILE BIO-TECHNOLOGY CO., LTD.",Pharmaceuticals,1165.82779,03 - Health,-321.1058082
Previous,"SHANGHAI HILE BIO-TECHNOLOGY CO., LTD.",Pharmaceuticals,1165.82779,13 - Climate change,-2501.27798
Previous,Beacon Pharmaceuticals Ltd.,Pharmaceuticals,165.1658108,03 - Health,121794191.3
Previous,Beacon Pharmaceuticals Ltd.,Pharmaceuticals,165.1658108,13 - Climate change,-5578.620023
Previous,"TIANJIN RINGPU BIO-TECHNOLOGY CO.,LTD",Pharmaceuticals,1090.869372,03 - Health,-324.3203163
Previous,"TIANJIN RINGPU BIO-TECHNOLOGY CO.,LTD",Pharmaceuticals,1090.869372,13 - Climate change,-2395.888136
Previous,CATSKILL HUDSON BANK,Banks,17.9194,03 - Health,-191.5193481
Previous,CATSKILL HUDSON BANK,Banks,17.9194,13 - Climate change,-177.1036765
Previous,FANG HOLDINGS LIMITED,Technology,187.053,03 - Health,-8.220384721
Previous,FANG HOLDINGS LIMITED,Technology,187.053,13 - Climate change,-483.4011962
Previous,MEDIPHARCO PHARMACEUTICAL JOINT STOCK COMPANY,Pharmaceuticals,,03 - Health,-324.3203163
Previous,MEDIPHARCO PHARMACEUTICAL JOINT STOCK COMPANY,Pharmaceuticals,,13 - Climate change,-1298.330355
Previous,JUST DIAL LIMITED,Technology,266.6504267,03 - Health,-12.41771933
Previous,JUST DIAL LIMITED,Technology,266.6504267,13 - Climate change,-2165.953468
Previous,Cordlife Group Ltd.,Health Care Services,75.73299843,03 - Health,6312201.535
Previous,Cordlife Group Ltd.,Health Care Services,75.73299843,13 - Climate change,-1709.705032
Previous,DENIS CHEM LAB LIMITED,Pharmaceuticals,5.764275286,03 - Health,-324.3203163
Previous,DENIS CHEM LAB LIMITED,Pharmaceuticals,5.764275286,13 - Climate change,-2136.507294
Previous,CARS.COM INC.,Technology,761.473,03 - Health,-8.220384721
Previous,CARS.COM INC.,Technology,761.473,13 - Climate change,-950.6189816
Previous,FREDUN PHARMACEUTICALS LTD,Pharmaceuticals,6.514491421,03 - Health,83794815.31
Previous,FREDUN PHARMACEUTICALS LTD,Pharmaceuticals,6.514491421,13 - Climate change,-3425.041887
Previous,Union Bank of Colombo Plc,Banks,69.89718694,03 - Health,-191.5193481
Previous,Union Bank of Colombo Plc,Banks,69.89718694,13 - Climate change,-784.1857859
Previous,"SCYNEXIS, INC.",Pharmaceuticals,150.427,03 - Health,-324.3203163
Previous,"SCYNEXIS, INC.",Pharmaceuticals,150.427,13 - Climate change,-11886.24563
Previous,Credit Bank of Iraq SA,Banks,86.039115,03 - Health,-191.5193481
Previous,Credit Bank of Iraq SA,Banks,86.039115,13 - Climate change,-177.1036765
Previous,"Hebei Changshan Biochemical Pharmaceutical Co., Ltd.",Pharmaceuticals,815.392088,03 - Health,77835669.46
Previous,"Hebei Changshan Biochemical Pharmaceutical Co., Ltd.",Pharmaceuticals,815.392088,13 - Climate change,-1763.462357
Previous,WEIBO CORPORATION,Technology,7190.31,03 - Health,-6.166444778
Previous,WEIBO CORPORATION,Technology,7190.31,13 - Climate change,-1043.272877
Previous,"SIBANNAC, INC.",Pharmaceuticals,1.22313,03 - Health,-324.3203163
Previous,"SIBANNAC, INC.",Pharmaceuticals,1.22313,13 - Climate change,-12704.25018
Previous,JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,Pharmaceuticals,9271.02,03 - Health,30439984.81
Previous,JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,Pharmaceuticals,9271.02,13 - Climate change,-841.074574
Previous,TERRA TECH CORP.,Pharmaceuticals,29.1307,03 - Health,-324.3203163
Previous,TERRA TECH CORP.,Pharmaceuticals,29.1307,13 - Climate change,-4437.44845
Previous,"EVOFEM BIOSCIENCES, INC.",Pharmaceuticals,196.057,03 - Health,4230231.184
Previous,"EVOFEM BIOSCIENCES, INC.",Pharmaceuticals,196.057,13 - Climate change,-1298.330355
Previous,"Spring Airlines Co., Ltd.",Airlines,7292.77622,03 - Health,-6996.759391
Previous,"Spring Airlines Co., Ltd.",Airlines,7292.77622,13 - Climate change,-65322.4624
Previous,"1LIFE HEALTHCARE, INC",Health Care Services,5869.72,03 - Health,83860837.49
Previous,"1LIFE HEALTHCARE, INC",Health Care Services,5869.72,13 - Climate change,-3793.567895
Previous,Bank of Kigali Ltd.,Banks,,03 - Health,-191.5193481
Previous,Bank of Kigali Ltd.,Banks,,13 - Climate change,-177.1036765
Previous,"DIPLOMAT PHARMACY, INC.",Health Care Services,1002.43,03 - Health,-38.51262251
Previous,"DIPLOMAT PHARMACY, INC.",Health Care Services,1002.43,13 - Climate change,-406.1582601
Previous,SANASA Development Bank Plc,Banks,29.33464346,03 - Health,-191.5193481
Previous,SANASA Development Bank Plc,Banks,29.33464346,13 - Climate change,-320.2837596
Previous,"Bojangles', Inc.",Restaurants,435.408,03 - Health,-46.07295534
Previous,"Bojangles', Inc.",Restaurants,435.408,13 - Climate change,-1801.284675
Previous,"CANNLABS, INC.",Health Care Services,24.0846,03 - Health,83860837.49
Previous,"CANNLABS, INC.",Health Care Services,24.0846,13 - Climate change,-406.1582601
Previous,THYROCARE TECHNOLOGIES LIMITED,Health Care Services,366.8015978,03 - Health,213898129.5
Previous,THYROCARE TECHNOLOGIES LIMITED,Health Care Services,366.8015978,13 - Climate change,-880.4885306
Previous,Cathedral Energy Services Ltd.,Oil & Gas Drilling,7.057411917,03 - Health,-950.4693375
Previous,Cathedral Energy Services Ltd.,Oil & Gas Drilling,7.057411917,13 - Climate change,-3178.804948
Previous,"PUBLIC JOINT STOCK COMPANY ""TASCOMBANK""",Banks,11.3653232,03 - Health,-191.5193481
Previous,"PUBLIC JOINT STOCK COMPANY ""TASCOMBANK""",Banks,11.3653232,13 - Climate change,-177.1036765
Previous,LINE Corporation,Technology,11795.81534,03 - Health,-6.166444778
Previous,LINE Corporation,Technology,11795.81534,13 - Climate change,-478.0469867
Previous,"GMO Media, Inc.",Technology,22.47269789,03 - Health,-13.19511334
Previous,"GMO Media, Inc.",Technology,22.47269789,13 - Climate change,-374.5562273
Previous,Agile Media Network Inc.,Technology,11.89132951,03 - Health,-13.19511334
Previous,Agile Media Network Inc.,Technology,11.89132951,13 - Climate change,-374.5562273
Previous,CENTURY NEXT FINANCIAL CORPORATION,Banks,43.7032,03 - Health,-191.5193481
Previous,CENTURY NEXT FINANCIAL CORPORATION,Banks,43.7032,13 - Climate change,-177.1036765
Previous,YORK TRADITIONS BANK,Banks,54.9427,03 - Health,-191.5193481
Previous,YORK TRADITIONS BANK,Banks,54.9427,13 - Climate change,-177.1036765
Previous,"FIESTA RESTAURANT GROUP, INC.",Restaurants,288.342,03 - Health,-127.1488045
Previous,"FIESTA RESTAURANT GROUP, INC.",Restaurants,288.342,13 - Climate change,-3766.614237
Previous,"ZEDGE, INC.",Technology,17.0609,03 - Health,-13.19511334
Previous,"ZEDGE, INC.",Technology,17.0609,13 - Climate change,-1540.7973
Previous,"Banco Internacional, S.A.",Banks,324.1037249,03 - Health,-191.5193481
Previous,"Banco Internacional, S.A.",Banks,324.1037249,13 - Climate change,-177.1036765
Previous,"Zhejiang Garden Bio-chemical High-Tech Co., Ltd.",Pharmaceuticals,1240.213404,03 - Health,-324.3203163
Previous,"Zhejiang Garden Bio-chemical High-Tech Co., Ltd.",Pharmaceuticals,1240.213404,13 - Climate change,-1420.498689
Previous,NVOI LTD,Technology,16.42829279,03 - Health,-13.19511334
Previous,NVOI LTD,Technology,16.42829279,13 - Climate change,-374.5562273
Previous,"MJ HOLDINGS, INC.",Pharmaceuticals,18.1963,03 - Health,-324.3203163
Previous,"MJ HOLDINGS, INC.",Pharmaceuticals,18.1963,13 - Climate change,-6624.49956
Previous,"NOVAN, INC.",Pharmaceuticals,118.454,03 - Health,25922712.59
Previous,"NOVAN, INC.",Pharmaceuticals,118.454,13 - Climate change,-2782.47976
Previous,"Neos Therapeutics, Inc.",Pharmaceuticals,31.084,03 - Health,15112242.23
Previous,"Neos Therapeutics, Inc.",Pharmaceuticals,31.084,13 - Climate change,-1555.266038
Previous,"CASTLE BIOSCIENCES, INC.",Health Care Services,1666.16,03 - Health,-38.51262251
Previous,"CASTLE BIOSCIENCES, INC.",Health Care Services,1666.16,13 - Climate change,-2466.72277
